raw_id,cluster_index,merge_type,ID,survived
3879,0,seed,1.0,True
3782,0,merged,1.0,True
165,1,seed,2.0,True
169,1,merged,2.0,True
3985,0,merged,1.0,True
3676,0,merged,1.0,True
187,1,merged,2.0,True
184,1,merged,2.0,True
149,1,merged,2.0,True
144,1,merged,2.0,True
204,1,merged,2.0,True
207,1,merged,2.0,True
127,1,merged,2.0,True
131,1,merged,2.0,True
150,1,merged,2.0,True
145,1,merged,2.0,True
4091,0,merged,1.0,True
115,1,merged,2.0,True
112,1,merged,2.0,True
227,1,merged,2.0,True
224,1,merged,2.0,True
3570,0,merged,1.0,True
4201,0,merged,1.0,True
98,1,merged,2.0,True
102,1,merged,2.0,True
4200,2,seed,3.0,True
250,1,merged,2.0,True
4312,2,merged,3.0,True
3986,2,merged,3.0,True
4090,2,merged,3.0,True
246,1,merged,2.0,True
4313,0,merged,1.0,True
6013,3,seed,4.0,True
3461,0,merged,1.0,True
3989,4,seed,5.0,True
5892,3,merged,4.0,True
3878,2,merged,3.0,True
6133,3,merged,4.0,True
4427,2,merged,3.0,True
3781,2,merged,3.0,True
5772,3,merged,4.0,True
4094,4,merged,5.0,True
6260,3,merged,4.0,True
3882,4,merged,5.0,True
3356,0,merged,1.0,True
278,5,seed,6.0,True
3057,6,seed,7.0,True
186,7,seed,8.0,True
183,7,merged,8.0,True
3156,6,merged,7.0,True
4204,4,merged,5.0,True
164,7,merged,8.0,True
168,7,merged,8.0,True
6383,3,merged,4.0,True
4536,2,merged,3.0,True
4316,4,merged,5.0,True
3864,0,merged,1.0,True
3762,0,merged,1.0,True
3784,4,merged,5.0,True
2664,8,seed,9.0,True
3675,2,merged,3.0,True
5659,3,merged,4.0,True
4430,4,merged,5.0,True
3256,6,merged,7.0,True
2954,6,merged,7.0,True
2850,8,merged,9.0,True
5547,3,merged,4.0,True
3658,0,merged,1.0,True
5432,3,merged,4.0,True
304,5,merged,6.0,True
2756,8,merged,9.0,True
2573,8,merged,9.0,True
4426,0,merged,1.0,True
3969,0,merged,1.0,True
206,7,merged,8.0,True
203,7,merged,8.0,True
4647,2,merged,3.0,True
2951,8,merged,9.0,True
2488,9,seed,10.0,True
143,7,merged,8.0,True
148,7,merged,8.0,True
2759,6,merged,7.0,True
3251,0,merged,1.0,True
3054,8,merged,9.0,True
3150,10,seed,11.0,True
6506,3,merged,4.0,True
82,11,seed,12.0,True
87,11,merged,12.0,True
274,5,merged,6.0,True
3678,4,merged,5.0,True
2486,8,merged,9.0,True
3360,6,merged,7.0,True
2577,9,merged,10.0,True
226,7,merged,8.0,True
223,7,merged,8.0,True
2668,9,merged,10.0,True
4540,4,merged,5.0,True
5318,3,merged,4.0,True
3051,10,merged,11.0,True
146,12,seed,13.0,True
151,12,merged,13.0,True
3153,8,merged,9.0,True
3055,13,seed,14.0,True
2669,14,seed,15.0,True
3053,15,seed,16.0,True
166,12,merged,13.0,True
170,12,merged,13.0,True
4073,0,merged,1.0,True
3569,2,merged,3.0,True
2402,9,merged,10.0,True
3154,13,merged,14.0,True
130,7,merged,8.0,True
126,7,merged,8.0,True
335,5,merged,6.0,True
2851,13,merged,14.0,True
3255,13,merged,14.0,True
2757,13,merged,14.0,True
2762,14,merged,15.0,True
2952,13,merged,14.0,True
3465,6,merged,7.0,True
128,12,merged,13.0,True
132,12,merged,13.0,True
188,12,merged,13.0,True
185,12,merged,13.0,True
4754,2,merged,3.0,True
249,7,merged,8.0,True
3253,8,merged,9.0,True
2665,13,merged,14.0,True
77,11,merged,12.0,True
2948,10,merged,11.0,True
2855,14,merged,15.0,True
93,1,merged,2.0,True
276,16,seed,17.0,True
2761,9,merged,10.0,True
3573,6,merged,7.0,True
2955,17,seed,18.0,True
245,7,merged,8.0,True
3460,18,seed,19.0,True
302,16,merged,17.0,True
2317,9,merged,10.0,True
4537,0,merged,1.0,True
2956,9,merged,10.0,True
3572,19,seed,20.0,True
2754,10,merged,11.0,True
2854,9,merged,10.0,True
3554,0,merged,1.0,True
2574,13,merged,14.0,True
6627,3,merged,4.0,True
2950,15,merged,16.0,True
3151,18,merged,19.0,True
4650,4,merged,5.0,True
2760,17,merged,18.0,True
89,11,merged,12.0,True
84,11,merged,12.0,True
248,16,merged,17.0,True
3250,18,merged,19.0,True
2853,17,merged,18.0,True
2847,10,merged,11.0,True
3881,20,seed,21.0,True
2400,8,merged,9.0,True
3355,18,merged,19.0,True
277,7,merged,8.0,True
2957,14,merged,15.0,True
2755,15,merged,16.0,True
113,12,merged,13.0,True
116,12,merged,13.0,True
244,16,merged,17.0,True
3359,13,merged,14.0,True
2662,10,merged,11.0,True
71,11,merged,12.0,True
59,11,merged,12.0,True
65,11,merged,12.0,True
2572,15,merged,16.0,True
2663,15,merged,16.0,True
4865,2,merged,3.0,True
5201,3,merged,4.0,True
334,16,merged,17.0,True
299,5,merged,6.0,True
6750,3,merged,4.0,True
2849,15,merged,16.0,True
4979,21,seed,22.0,True
208,12,merged,13.0,True
205,12,merged,13.0,True
167,22,seed,23.0,True
163,22,merged,23.0,True
4651,23,seed,24.0,True
114,7,merged,8.0,True
111,7,merged,8.0,True
4431,23,merged,24.0,True
3466,17,merged,18.0,True
4871,23,merged,24.0,True
3574,17,merged,18.0,True
303,24,seed,25.0,True
4985,23,merged,24.0,True
4180,0,merged,1.0,True
3463,13,merged,14.0,True
4541,23,merged,24.0,True
365,5,merged,6.0,True
6018,25,seed,26.0,True
2667,17,merged,18.0,True
2232,9,merged,10.0,True
2487,13,merged,14.0,True
5897,25,merged,26.0,True
5089,21,merged,22.0,True
4095,23,merged,24.0,True
4760,23,merged,24.0,True
3883,23,merged,24.0,True
107,1,merged,2.0,True
437,26,seed,27.0,True
3058,9,merged,10.0,True
5667,27,seed,28.0,True
5780,27,merged,28.0,True
3990,23,merged,24.0,True
4317,23,merged,24.0,True
3988,20,merged,21.0,True
364,16,merged,17.0,True
3059,14,merged,15.0,True
6266,25,merged,26.0,True
3679,28,seed,29.0,True
708,29,seed,30.0,True
5095,23,merged,24.0,True
3785,28,merged,29.0,True
401,16,merged,17.0,True
5437,23,merged,24.0,True
108,11,merged,12.0,True
79,11,merged,12.0,True
2485,15,merged,16.0,True
5323,23,merged,24.0,True
5899,27,merged,28.0,True
6139,25,merged,26.0,True
5207,23,merged,24.0,True
4205,23,merged,24.0,True
3803,0,merged,1.0,True
3158,14,merged,15.0,True
2315,8,merged,9.0,True
272,16,merged,17.0,True
3902,0,merged,1.0,True
95,1,merged,2.0,True
473,26,merged,27.0,True
104,12,merged,13.0,True
100,12,merged,13.0,True
6389,25,merged,26.0,True
273,7,merged,8.0,True
5552,25,merged,26.0,True
3594,0,merged,1.0,True
228,12,merged,13.0,True
225,12,merged,13.0,True
5554,27,merged,28.0,True
4199,30,seed,31.0,True
4089,30,merged,31.0,True
5778,25,merged,26.0,True
147,11,merged,12.0,True
142,22,merged,23.0,True
5665,25,merged,26.0,True
2576,17,merged,18.0,True
5439,27,merged,28.0,True
3157,31,seed,32.0,True
3877,30,merged,31.0,True
122,11,merged,12.0,True
4293,0,merged,1.0,True
758,29,merged,30.0,True
3442,0,merged,1.0,True
6864,3,merged,4.0,True
4758,32,seed,33.0,True
2150,9,merged,10.0,True
3699,0,merged,1.0,True
3885,33,seed,34.0,True
6020,27,merged,28.0,True
3984,30,merged,31.0,True
3179,34,seed,35.0,True
4535,30,merged,31.0,True
125,22,merged,23.0,True
129,11,merged,12.0,True
333,24,merged,25.0,True
3992,33,merged,34.0,True
662,29,merged,30.0,True
4311,30,merged,31.0,True
4093,20,merged,21.0,True
6513,25,merged,26.0,True
2401,35,seed,36.0,True
805,29,merged,30.0,True
706,36,seed,37.0,True
756,36,merged,37.0,True
3787,33,merged,34.0,True
3257,31,merged,32.0,True
3780,30,merged,31.0,True
251,37,seed,38.0,True
5325,27,merged,28.0,True
402,5,merged,6.0,True
5209,27,merged,28.0,True
4009,0,merged,1.0,True
661,38,seed,39.0,True
4425,30,merged,31.0,True
139,11,merged,12.0,True
2078,9,merged,10.0,True
363,24,merged,25.0,True
6632,25,merged,26.0,True
508,26,merged,27.0,True
621,38,merged,39.0,True
247,37,merged,38.0,True
474,39,seed,40.0,True
400,24,merged,25.0,True
3248,40,seed,41.0,True
804,36,merged,37.0,True
3335,0,merged,1.0,True
300,41,seed,42.0,True
622,29,merged,30.0,True
4646,30,merged,31.0,True
297,16,merged,17.0,True
46,11,merged,12.0,True
50,11,merged,12.0,True
54,11,merged,12.0,True
859,29,merged,30.0,True
472,42,seed,43.0,True
584,29,merged,30.0,True
3680,31,merged,32.0,True
438,39,merged,40.0,True
2398,43,seed,44.0,True
47,11,merged,12.0,True
51,11,merged,12.0,True
55,11,merged,12.0,True
3258,14,merged,15.0,True
3280,34,merged,35.0,True
328,5,merged,6.0,True
121,1,merged,2.0,True
2399,43,merged,44.0,True
3786,31,merged,32.0,True
3149,40,merged,41.0,True
3353,40,merged,41.0,True
3674,30,merged,31.0,True
2753,44,seed,45.0,True
2230,8,merged,9.0,True
436,24,merged,25.0,True
3681,33,merged,34.0,True
3354,45,seed,46.0,True
911,38,merged,39.0,True
2000,9,merged,10.0,True
61,11,merged,12.0,True
73,11,merged,12.0,True
67,11,merged,12.0,True
101,46,seed,47.0,True
97,46,merged,47.0,True
5097,27,merged,28.0,True
6019,47,seed,48.0,True
548,29,merged,30.0,True
3468,48,seed,49.0,True
509,29,merged,30.0,True
4097,33,merged,34.0,True
298,24,merged,25.0,True
858,38,merged,39.0,True
4869,32,merged,33.0,True
3050,40,merged,41.0,True
3362,48,merged,49.0,True
3568,30,merged,31.0,True
856,36,merged,37.0,True
6978,49,seed,50.0,True
2852,50,seed,51.0,True
3884,51,seed,52.0,True
2953,50,merged,51.0,True
2316,35,merged,36.0,True
4753,30,merged,31.0,True
3187,20,merged,21.0,True
6390,47,merged,48.0,True
85,12,merged,13.0,True
90,12,merged,13.0,True
3575,31,merged,32.0,True
17962,52,seed,53.0,True
507,42,merged,43.0,True
3577,33,merged,34.0,True
4096,51,merged,52.0,True
3361,31,merged,32.0,True
3249,45,merged,46.0,True
2575,50,merged,51.0,True
2947,40,merged,41.0,True
2666,50,merged,51.0,True
3288,20,merged,21.0,True
912,29,merged,30.0,True
4206,51,merged,52.0,True
3079,34,merged,35.0,True
4203,20,merged,21.0,True
3155,50,merged,51.0,True
2758,50,merged,51.0,True
3576,48,merged,49.0,True
3056,50,merged,51.0,True
6267,47,merged,48.0,True
18099,52,merged,53.0,True
96,12,merged,13.0,True
5896,53,seed,54.0,True
5898,47,merged,48.0,True
4207,33,merged,34.0,True
18238,52,merged,53.0,True
3459,45,merged,46.0,True
18382,52,merged,53.0,True
2846,40,merged,41.0,True
110,12,merged,13.0,True
99,46,merged,47.0,True
103,46,merged,47.0,True
4315,20,merged,21.0,True
3467,31,merged,32.0,True
3991,51,merged,52.0,True
6754,25,merged,26.0,True
583,26,merged,27.0,True
5779,47,merged,48.0,True
6142,27,merged,28.0,True
4987,27,merged,28.0,True
2979,34,merged,35.0,True
6131,54,seed,55.0,True
17679,52,merged,53.0,True
6258,54,merged,55.0,True
967,29,merged,30.0,True
6381,54,merged,55.0,True
2670,55,seed,56.0,True
4318,51,merged,52.0,True
2661,44,merged,45.0,True
3087,56,seed,57.0,True
6505,54,merged,55.0,True
17824,52,merged,53.0,True
3393,20,merged,21.0,True
582,42,merged,43.0,True
18521,52,merged,53.0,True
909,36,merged,37.0,True
965,57,seed,58.0,True
80,12,merged,13.0,True
6514,47,merged,48.0,True
6140,47,merged,48.0,True
4408,0,merged,1.0,True
547,26,merged,27.0,True
2578,55,merged,56.0,True
2231,35,merged,36.0,True
5873,3,merged,4.0,True
7096,49,merged,50.0,True
124,12,merged,13.0,True
5993,3,merged,4.0,True
275,37,merged,38.0,True
620,42,merged,43.0,True
2489,55,merged,56.0,True
5756,3,merged,4.0,True
160,58,seed,59.0,True
3486,0,merged,1.0,True
5777,53,merged,54.0,True
330,41,merged,42.0,True
5666,47,merged,48.0,True
18661,52,merged,53.0,True
4319,33,merged,34.0,True
2313,43,merged,44.0,True
6017,53,merged,54.0,True
3060,55,merged,56.0,True
2763,55,merged,56.0,True
18807,52,merged,53.0,True
3131,10,merged,11.0,True
3159,55,merged,56.0,True
327,16,merged,17.0,True
17536,52,merged,53.0,True
546,42,merged,43.0,True
6869,25,merged,26.0,True
4432,51,merged,52.0,True
3254,50,merged,51.0,True
4116,0,merged,1.0,True
6011,54,merged,55.0,True
4864,30,merged,31.0,True
43,11,merged,12.0,True
37,11,merged,12.0,True
40,11,merged,12.0,True
4874,27,merged,28.0,True
707,59,seed,60.0,True
5664,53,merged,54.0,True
4429,20,merged,21.0,True
5551,53,merged,54.0,True
4983,32,merged,33.0,True
3230,0,merged,1.0,True
6113,3,merged,4.0,True
17390,52,merged,53.0,True
2571,44,merged,45.0,True
964,36,merged,37.0,True
3259,33,merged,34.0,True
2877,34,merged,35.0,True
138,1,merged,2.0,True
4759,60,seed,61.0,True
6269,27,merged,28.0,True
6625,54,merged,55.0,True
2856,55,merged,56.0,True
2845,61,seed,62.0,True
1921,62,seed,63.0,True
2946,61,merged,62.0,True
3363,33,merged,34.0,True
141,12,merged,13.0,True
3469,33,merged,34.0,True
6756,47,merged,48.0,True
2958,55,merged,56.0,True
660,59,merged,60.0,True
17247,52,merged,53.0,True
5436,53,merged,54.0,True
3236,20,merged,21.0,True
6240,3,merged,4.0,True
18949,52,merged,53.0,True
4542,51,merged,52.0,True
1021,63,seed,64.0,True
757,59,merged,60.0,True
17104,52,merged,53.0,True
6984,64,seed,65.0,True
2660,61,merged,62.0,True
2148,8,merged,9.0,True
2403,55,merged,56.0,True
6634,47,merged,48.0,True
1019,57,merged,58.0,True
6509,65,seed,66.0,True
663,66,seed,67.0,True
709,66,merged,67.0,True
6629,65,merged,66.0,True
6262,65,merged,66.0,True
83,46,merged,47.0,True
88,46,merged,47.0,True
6385,65,merged,66.0,True
6287,67,seed,68.0,True
5322,53,merged,54.0,True
2570,61,merged,62.0,True
3341,20,merged,21.0,True
3137,56,merged,57.0,True
2478,9,merged,10.0,True
5553,47,merged,48.0,True
4227,0,merged,1.0,True
3383,34,merged,35.0,True
759,66,merged,67.0,True
6138,53,merged,54.0,True
5093,32,merged,33.0,True
16962,52,merged,53.0,True
860,66,merged,67.0,True
359,5,merged,6.0,True
5438,47,merged,48.0,True
6363,3,merged,4.0,True
6162,67,merged,68.0,True
5890,54,merged,55.0,True
4652,68,seed,69.0,True
1839,69,seed,70.0,True
5431,54,merged,55.0,True
3492,34,merged,35.0,True
329,37,merged,38.0,True
4978,70,seed,71.0,True
81,46,merged,47.0,True
86,46,merged,47.0,True
806,66,merged,67.0,True
3358,50,merged,51.0,True
4870,60,merged,61.0,True
3030,10,merged,11.0,True
6265,53,merged,54.0,True
2149,35,merged,36.0,True
2229,43,merged,44.0,True
1920,35,merged,36.0,True
6135,65,merged,66.0,True
19090,52,merged,53.0,True
4181,2,merged,3.0,True
5643,3,merged,4.0,True
5205,53,merged,54.0,True
326,24,merged,25.0,True
2484,44,merged,45.0,True
6015,65,merged,66.0,True
5317,54,merged,55.0,True
6871,47,merged,48.0,True
301,37,merged,38.0,True
2483,61,merged,62.0,True
180,58,merged,59.0,True
2563,9,merged,10.0,True
5324,47,merged,48.0,True
5546,54,merged,55.0,True
4539,20,merged,21.0,True
158,1,merged,2.0,True
16819,52,merged,53.0,True
4294,2,merged,3.0,True
75,71,seed,72.0,True
69,71,merged,72.0,True
63,71,merged,72.0,True
3808,34,merged,35.0,True
7864,72,seed,73.0,True
358,16,merged,17.0,True
2653,9,merged,10.0,True
4872,68,merged,69.0,True
8000,72,merged,73.0,True
7735,72,merged,73.0,True
7102,64,merged,65.0,True
5415,3,merged,4.0,True
13134,73,seed,74.0,True
6867,65,merged,66.0,True
6752,65,merged,66.0,True
19229,52,merged,53.0,True
914,74,seed,75.0,True
4761,68,merged,69.0,True
4762,75,seed,76.0,True
5530,3,merged,4.0,True
2391,9,merged,10.0,True
162,12,merged,13.0,True
5208,47,merged,48.0,True
62,71,merged,72.0,True
74,46,merged,47.0,True
68,71,merged,72.0,True
6388,53,merged,54.0,True
4074,2,merged,3.0,True
5347,76,seed,77.0,True
857,59,merged,60.0,True
913,66,merged,67.0,True
33,11,merged,12.0,True
31,11,merged,12.0,True
35,71,merged,72.0,True
3447,20,merged,21.0,True
3037,56,merged,57.0,True
6392,27,merged,28.0,True
16680,52,merged,53.0,True
3464,50,merged,51.0,True
3704,34,merged,35.0,True
13493,73,merged,74.0,True
1999,35,merged,36.0,True
1017,77,seed,78.0,True
6294,67,merged,68.0,True
3379,0,merged,1.0,True
5463,67,merged,68.0,True
5658,54,merged,55.0,True
3503,20,merged,21.0,True
19493,52,merged,53.0,True
3970,2,merged,3.0,True
2925,10,merged,11.0,True
1840,62,merged,63.0,True
2077,35,merged,36.0,True
5088,70,merged,71.0,True
13610,73,merged,74.0,True
8134,72,merged,73.0,True
14856,78,seed,79.0,True
6486,3,merged,4.0,True
13018,73,merged,74.0,True
1759,69,merged,70.0,True
4517,0,merged,1.0,True
968,74,merged,75.0,True
7215,49,merged,50.0,True
6982,65,merged,66.0,True
5232,76,merged,77.0,True
2984,56,merged,57.0,True
19626,79,seed,80.0,True
2076,80,seed,81.0,True
19628,81,seed,82.0,True
19361,52,merged,53.0,True
5096,68,merged,69.0,True
3033,15,merged,16.0,True
5691,67,merged,68.0,True
6422,67,merged,68.0,True
13969,82,seed,83.0,True
157,7,merged,8.0,True
4986,68,merged,69.0,True
5200,70,merged,71.0,True
4409,2,merged,3.0,True
66,46,merged,47.0,True
72,46,merged,47.0,True
60,46,merged,47.0,True
3134,15,merged,16.0,True
14732,78,merged,79.0,True
1081,63,merged,64.0,True
2734,10,merged,11.0,True
5771,54,merged,55.0,True
361,41,merged,42.0,True
7604,72,merged,73.0,True
78,46,merged,47.0,True
19492,79,merged,80.0,True
4984,60,merged,61.0,True
760,74,merged,75.0,True
2827,10,merged,11.0,True
106,7,merged,8.0,True
6747,54,merged,55.0,True
807,74,merged,75.0,True
6748,54,merged,55.0,True
2687,34,merged,35.0,True
1079,57,merged,58.0,True
2932,56,merged,57.0,True
6039,67,merged,68.0,True
2318,55,merged,56.0,True
6166,67,merged,68.0,True
6042,67,merged,68.0,True
19360,79,merged,80.0,True
2848,83,seed,84.0,True
13732,82,merged,83.0,True
2949,83,merged,84.0,True
19762,81,merged,82.0,True
13374,73,merged,74.0,True
3866,2,merged,3.0,True
76,46,merged,47.0,True
3233,15,merged,16.0,True
2939,9,merged,10.0,True
13254,73,merged,74.0,True
14723,84,seed,85.0,True
7221,64,merged,65.0,True
6512,53,merged,54.0,True
6516,27,merged,28.0,True
861,74,merged,75.0,True
14091,82,merged,83.0,True
19760,79,merged,80.0,True
393,16,merged,17.0,True
1998,80,merged,81.0,True
910,59,merged,60.0,True
2147,43,merged,44.0,True
92,46,merged,47.0,True
2779,34,merged,35.0,True
159,1,merged,2.0,True
19894,81,merged,82.0,True
3764,2,merged,3.0,True
20029,81,merged,82.0,True
7100,65,merged,66.0,True
13495,82,merged,83.0,True
2305,9,merged,10.0,True
14476,78,merged,79.0,True
12898,73,merged,74.0,True
137,7,merged,8.0,True
357,24,merged,25.0,True
3599,34,merged,35.0,True
3868,20,merged,21.0,True
13730,73,merged,74.0,True
1023,74,merged,75.0,True
2833,35,merged,36.0,True
430,26,merged,27.0,True
3044,9,merged,10.0,True
3766,20,merged,21.0,True
6986,72,merged,73.0,True
14604,78,merged,79.0,True
5922,67,merged,68.0,True
7094,85,seed,86.0,True
19892,79,merged,80.0,True
6862,54,merged,55.0,True
8652,72,merged,73.0,True
4518,2,merged,3.0,True
177,7,merged,8.0,True
13612,82,merged,83.0,True
6861,54,merged,55.0,True
16540,52,merged,53.0,True
2479,9,merged,10.0,True
9820,86,seed,87.0,True
8779,72,merged,73.0,True
6976,85,merged,86.0,True
2641,10,merged,11.0,True
5299,3,merged,4.0,True
14980,78,merged,79.0,True
2929,15,merged,16.0,True
119,7,merged,8.0,True
9689,86,merged,87.0,True
5578,67,merged,68.0,True
118,7,merged,8.0,True
3276,0,merged,1.0,True
2883,56,merged,57.0,True
360,24,merged,25.0,True
5094,60,merged,61.0,True
14846,84,merged,85.0,True
3663,20,merged,21.0,True
4649,87,seed,88.0,True
20026,79,merged,80.0,True
3906,88,seed,89.0,True
2838,9,merged,10.0,True
20166,81,merged,82.0,True
3558,20,merged,21.0,True
9557,86,merged,87.0,True
20304,81,merged,82.0,True
2397,44,merged,45.0,True
13850,82,merged,83.0,True
4014,88,merged,89.0,True
8260,72,merged,73.0,True
8905,72,merged,73.0,True
6384,67,merged,68.0,True
199,41,merged,42.0,True
2746,9,merged,10.0,True
5808,67,merged,68.0,True
2551,10,merged,11.0,True
14595,84,merged,85.0,True
1140,57,merged,58.0,True
14348,78,merged,79.0,True
16402,89,seed,90.0,True
15102,84,merged,85.0,True
15111,78,merged,79.0,True
966,90,seed,91.0,True
23531,91,seed,92.0,True
5206,60,merged,61.0,True
13376,82,merged,83.0,True
5576,67,merged,68.0,True
2740,35,merged,36.0,True
20440,81,merged,82.0,True
7476,72,merged,73.0,True
7340,49,merged,50.0,True
3052,83,merged,84.0,True
7104,72,merged,73.0,True
7095,92,seed,93.0,True
7223,72,merged,73.0,True
9959,86,merged,87.0,True
1760,62,merged,63.0,True
12658,73,merged,74.0,True
57,46,merged,47.0,True
53,71,merged,72.0,True
49,71,merged,72.0,True
1022,93,seed,94.0,True
3338,15,merged,16.0,True
16270,89,merged,90.0,True
2564,9,merged,10.0,True
2075,43,merged,44.0,True
6977,54,merged,55.0,True
7214,85,merged,86.0,True
16531,89,merged,90.0,True
23259,91,merged,92.0,True
10097,86,merged,87.0,True
4631,2,merged,3.0,True
155,1,merged,2.0,True
9029,86,merged,87.0,True
3609,20,merged,21.0,True
14212,82,merged,83.0,True
8898,86,merged,87.0,True
332,37,merged,38.0,True
2392,14,merged,15.0,True
109,12,merged,13.0,True
16811,89,merged,90.0,True
2654,9,merged,10.0,True
16672,89,merged,90.0,True
13256,82,merged,83.0,True
14970,84,merged,85.0,True
17249,94,seed,95.0,True
13848,73,merged,74.0,True
5920,67,merged,68.0,True
1687,62,merged,63.0,True
4345,88,merged,89.0,True
6415,67,merged,68.0,True
2647,35,merged,36.0,True
17106,94,merged,95.0,True
6636,95,seed,96.0,True
3715,20,merged,21.0,True
2396,61,merged,62.0,True
3152,83,merged,84.0,True
9161,86,merged,87.0,True
18943,96,seed,97.0,True
6605,3,merged,4.0,True
8391,72,merged,73.0,True
3972,19,merged,20.0,True
20576,81,merged,82.0,True
23395,91,merged,92.0,True
15234,84,merged,85.0,True
2221,9,merged,10.0,True
2644,15,merged,16.0,True
8520,72,merged,73.0,True
2655,14,merged,15.0,True
1686,69,merged,70.0,True
9426,86,merged,87.0,True
10235,86,merged,87.0,True
20571,97,seed,98.0,True
394,5,merged,6.0,True
12778,73,merged,74.0,True
179,1,merged,2.0,True
2737,15,merged,16.0,True
3143,31,merged,32.0,True
4122,88,merged,89.0,True
182,12,merged,13.0,True
3867,19,merged,20.0,True
14845,82,merged,83.0,True
1919,80,merged,81.0,True
6508,67,merged,68.0,True
6730,3,merged,4.0,True
19486,96,merged,97.0,True
1077,77,merged,78.0,True
392,24,merged,25.0,True
2557,35,merged,36.0,True
7346,64,merged,65.0,True
94,46,merged,47.0,True
2830,15,merged,16.0,True
23662,91,merged,92.0,True
135,7,merged,8.0,True
7348,72,merged,73.0,True
23790,91,merged,92.0,True
17392,94,merged,95.0,True
3659,2,merged,3.0,True
20163,79,merged,80.0,True
17097,89,merged,90.0,True
16682,94,merged,95.0,True
3239,13,merged,14.0,True
1618,62,merged,63.0,True
1548,62,merged,63.0,True
2554,15,merged,16.0,True
20022,96,merged,97.0,True
16412,52,merged,53.0,True
16414,94,merged,95.0,True
16542,94,merged,95.0,True
16953,89,merged,90.0,True
3973,20,merged,21.0,True
2930,8,merged,9.0,True
2785,56,merged,57.0,True
1481,98,seed,99.0,True
16133,89,merged,90.0,True
20298,96,merged,97.0,True
15244,78,merged,79.0,True
3040,13,merged,14.0,True
1083,74,merged,75.0,True
4678,76,merged,77.0,True
24284,91,merged,92.0,True
20160,96,merged,97.0,True
2748,14,merged,15.0,True
19083,96,merged,97.0,True
20435,96,merged,97.0,True
19354,96,merged,97.0,True
6261,67,merged,68.0,True
3140,13,merged,14.0,True
19888,96,merged,97.0,True
21654,99,seed,100.0,True
19622,96,merged,97.0,True
13136,82,merged,83.0,True
3035,8,merged,9.0,True
7474,64,merged,65.0,True
14223,78,merged,79.0,True
21487,100,seed,101.0,True
3252,83,merged,84.0,True
9297,86,merged,87.0,True
16280,94,merged,95.0,True
1082,93,merged,94.0,True
16821,94,merged,95.0,True
18800,96,merged,97.0,True
13731,101,seed,102.0,True
23922,91,merged,92.0,True
23120,91,merged,92.0,True
20706,81,merged,82.0,True
20700,97,merged,98.0,True
2831,8,merged,9.0,True
1020,90,merged,91.0,True
12533,73,merged,74.0,True
1205,57,merged,58.0,True
7219,65,merged,66.0,True
4457,88,merged,89.0,True
2645,8,merged,9.0,True
91,22,merged,23.0,True
13967,73,merged,74.0,True
21520,99,merged,100.0,True
16964,94,merged,95.0,True
24164,91,merged,92.0,True
70,46,merged,47.0,True
64,46,merged,47.0,True
58,46,merged,47.0,True
2738,8,merged,9.0,True
15367,84,merged,85.0,True
6376,47,merged,48.0,True
18232,96,merged,97.0,True
18655,96,merged,97.0,True
2747,9,merged,10.0,True
2234,55,merged,56.0,True
20301,79,merged,80.0,True
19221,96,merged,97.0,True
1997,43,merged,44.0,True
16145,94,merged,95.0,True
13849,101,merged,102.0,True
4233,88,merged,89.0,True
6757,95,merged,96.0,True
13968,101,merged,102.0,True
2468,43,merged,44.0,True
2474,35,merged,36.0,True
7468,49,merged,50.0,True
14101,78,merged,79.0,True
2565,14,merged,15.0,True
13611,101,merged,102.0,True
19755,96,merged,97.0,True
5125,76,merged,77.0,True
21787,99,merged,100.0,True
6006,47,merged,48.0,True
24403,91,merged,92.0,True
465,26,merged,27.0,True
2839,9,merged,10.0,True
1078,102,seed,103.0,True
4076,19,merged,20.0,True
3765,19,merged,20.0,True
1413,98,merged,99.0,True
2840,14,merged,15.0,True
22043,91,merged,92.0,True
4185,19,merged,20.0,True
5550,103,seed,104.0,True
2362,104,seed,105.0,True
7339,85,merged,86.0,True
6362,67,merged,68.0,True
20840,81,merged,82.0,True
4565,76,merged,77.0,True
4297,105,seed,106.0,True
1142,63,merged,64.0,True
24045,91,merged,92.0,True
9036,106,seed,107.0,True
14721,82,merged,83.0,True
20834,97,merged,98.0,True
15233,82,merged,83.0,True
2068,9,merged,10.0,True
14969,82,merged,83.0,True
174,1,merged,2.0,True
2593,34,merged,35.0,True
178,1,merged,2.0,True
7602,64,merged,65.0,True
1018,102,merged,103.0,True
18376,96,merged,97.0,True
3817,20,merged,21.0,True
17954,107,seed,108.0,True
5804,67,merged,68.0,True
21388,99,merged,100.0,True
52,46,merged,47.0,True
56,46,merged,47.0,True
48,46,merged,47.0,True
2233,108,seed,109.0,True
2555,8,merged,9.0,True
17671,107,merged,108.0,True
20970,97,merged,98.0,True
17816,107,merged,108.0,True
1837,109,seed,110.0,True
3242,31,merged,32.0,True
395,24,merged,25.0,True
396,41,merged,42.0,True
17530,107,merged,108.0,True
21917,91,merged,92.0,True
17241,89,merged,90.0,True
8650,110,seed,111.0,True
8777,110,merged,111.0,True
1838,80,merged,81.0,True
14337,82,merged,83.0,True
24649,91,merged,92.0,True
2141,9,merged,10.0,True
13494,101,merged,102.0,True
14468,84,merged,85.0,True
18093,96,merged,97.0,True
14593,82,merged,83.0,True
