ID,RA,Dec,z_peak,significance,delta,delta_candidate,best_scale_mpc,n_member_scale_mpc,n_member_z_cen,det_unique_slices,z_min_det,z_max_det,z_range,scales_hit,n_members,n_member_RA,n_member_Dec,n_slice_total,background_area_deg2,rho_aper_mpc2,rho_bg_mpc2,aperture_area_mpc2,aperture_area_effective_deg2,aperture_area_full_mpc2,background_area_mpc2
50,149.948674,2.346555,0.97,3.323,6.619,0.511,1.2,1.2,0.97,8,0.97,1.04,0.97-1.04,0.4|0.8|1.2,964,149.948674,2.346555,28074,0.5225,93.79471216212407,62.080176094857414,10.277764895037226,0.011875000000000002,10.178760197630927,452.22165538163785
51,150.115749,1.951175,0.6,3.321,6.474,0.06,1.2,1.2,0.57,11,0.55,0.66,0.55-0.66,0.4|0.8|1.2,1377,150.130629,1.911481,37774,0.5225,130.8676769334343,123.45906981658867,10.522078730719805,0.017968750000000002,10.178760197630927,305.9637502219741
52,150.268007,1.851697,0.7,3.32,6.232,0.086,1.2,1.2,0.7,7,0.7,0.76,0.70-0.76,0.4|0.8|1.2,1265,150.268007,1.851697,42344,0.5225,125.49169869714459,115.56808372405158,10.080348047984337,0.014375000000000002,10.178760197630927,366.39873774412627
53,150.27538,2.147311,1.81,3.312,6.251,0.607,1.2,1.2,1.83,23,1.7,1.92,1.70-1.92,0.4|0.8|1.2,888,150.276212,2.142195,27995,0.5225,88.8167297005763,55.26369905689088,9.998116379579308,0.010312500000000002,10.178760197630927,506.5712298986848
54,150.198452,2.205944,0.88,3.287,5.981,0.434,1.2,1.2,0.88,15,0.81,0.95,0.81-0.95,0.4|0.8|1.2,1121,150.198452,2.205944,33523,0.5225,112.00749690564058,78.12907639280111,10.008258652046957,0.012187500000000002,10.178760197630927,429.0720119544232
55,149.866436,2.202192,0.9,3.258,6.066,0.383,1.2,1.2,0.93,15,0.83,0.97,0.83-0.97,0.4|0.8|1.2,1064,149.857736,2.185255,33848,0.5225,105.78712557263829,76.484164097374,10.057934689504432,0.011875000000000002,10.178760197630927,442.5491263381949
56,150.362864,2.41505,0.58,3.251,6.614,0.095,1.2,1.2,0.58,13,0.52,0.64,0.52-0.64,0.4|0.8|1.2,1398,150.362864,2.41505,39184,0.5225,137.87117405891362,125.9607678585966,10.13990059591878,0.017031250000000005,10.178760197630927,311.0809870894715
57,150.061348,2.612672,0.63,3.248,3.588,0.421,0.8,0.8,0.63,7,0.57,0.63,0.57-0.63,0.4|0.8,839,150.053606,2.598782,41145,0.5225,174.2197954209461,122.63871006030467,4.815755855830426,0.0075000000000000015,4.523893421169303,335.4976579561863
58,150.047664,2.246655,0.35,3.242,12.572,0.236,1.2,1.2,0.35,9,0.31,0.4,0.31-0.40,0.4|0.8|1.2,1191,150.047664,2.246655,16877,0.5225,118.55586664831797,95.956331686191,10.045896788329854,0.029843750000000006,10.178760197630927,175.88208827316765
59,150.250789,1.835569,0.13,3.221,8.382,0.443,0.4,0.4,0.13,2,0.13,0.14,0.13-0.14,0.4,950,150.250789,1.835569,22698,0.5225,843.3581232314797,584.4959204443114,1.1264491013140452,0.015156250000000003,1.1309733552923258,38.833461802001715
