n_members_threshold,candidates_kept,matched_true_clusters,match_rate,participating_candidates,purity_proxy,candidate_density,matched_pairs,median_distance_mpc_h,median_abs_dz,field_id,i_limit,total_covered_true_clusters,total_candidates_at_i22,candidate_csv,match_csv
169,49,75,0.054466230936819175,45,0.9183673469387755,0.03558460421205519,91,0.8299697789945395,0.0407220132170486,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
170,49,75,0.054466230936819175,45,0.9183673469387755,0.03558460421205519,91,0.8299697789945395,0.0407220132170486,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
171,45,72,0.05228758169934641,43,0.9555555555555556,0.032679738562091505,86,0.8280084683094734,0.0399894671268603,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
172,44,70,0.050835148874364564,42,0.9545454545454546,0.03195352214960058,84,0.8280084683094734,0.04066447357874935,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
173,42,67,0.048656499636891795,40,0.9523809523809523,0.030501089324618737,79,0.8260471576244073,0.0380615849397444,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
174,42,67,0.048656499636891795,40,0.9523809523809523,0.030501089324618737,79,0.8260471576244073,0.0380615849397444,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
175,40,65,0.04720406681190995,38,0.95,0.029048656499636893,75,0.8299697789945395,0.0380615849397444,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
176,38,64,0.04647785039941903,36,0.9473684210526315,0.027596223674655047,73,0.8299697789945395,0.0380615849397444,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
177,38,64,0.04647785039941903,36,0.9473684210526315,0.027596223674655047,73,0.8299697789945395,0.0380615849397444,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
178,36,59,0.042846768336964415,34,0.9444444444444444,0.026143790849673203,67,0.8299697789945395,0.0371390107883061,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
179,34,55,0.03994190268700073,32,0.9411764705882353,0.024691358024691357,63,0.8260471576244073,0.0357430087880277,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
180,32,52,0.03776325344952796,30,0.9375,0.023238925199709513,60,0.8197093650918553,0.03461994469731765,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
181,32,52,0.03776325344952796,30,0.9375,0.023238925199709513,60,0.8197093650918553,0.03461994469731765,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
182,30,50,0.03631082062454612,28,0.9333333333333333,0.02178649237472767,57,0.8299697789945395,0.0357430087880277,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
183,29,47,0.03413217138707335,27,0.9310344827586207,0.021060275962236745,54,0.8197093650918553,0.0364410097881669,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
184,29,47,0.03413217138707335,27,0.9310344827586207,0.021060275962236745,54,0.8197093650918553,0.0364410097881669,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
185,29,47,0.03413217138707335,27,0.9310344827586207,0.021060275962236745,54,0.8197093650918553,0.0364410097881669,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
186,27,37,0.026870007262164125,25,0.9259259259259259,0.0196078431372549,44,0.7979238590363487,0.03760029786402525,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
187,23,34,0.024691358024691357,22,0.9565217391304348,0.01670297748729121,40,0.7729486816068967,0.0364410097881669,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
188,23,34,0.024691358024691357,22,0.9565217391304348,0.01670297748729121,40,0.7729486816068967,0.0364410097881669,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
189,23,34,0.024691358024691357,22,0.9565217391304348,0.01670297748729121,40,0.7729486816068967,0.0364410097881669,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
190,23,34,0.024691358024691357,22,0.9565217391304348,0.01670297748729121,40,0.7729486816068967,0.0364410097881669,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
191,23,34,0.024691358024691357,22,0.9565217391304348,0.01670297748729121,40,0.7729486816068967,0.0364410097881669,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
192,22,33,0.023965141612200435,21,0.9545454545454546,0.01597676107480029,39,0.7824761455133938,0.0371390107883061,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
193,22,33,0.023965141612200435,21,0.9545454545454546,0.01597676107480029,39,0.7824761455133938,0.0371390107883061,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
194,21,32,0.023238925199709513,20,0.9523809523809523,0.015250544662309368,37,0.7824761455133938,0.0380615849397444,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
195,21,32,0.023238925199709513,20,0.9523809523809523,0.015250544662309368,37,0.7824761455133938,0.0380615849397444,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
196,19,29,0.021060275962236745,18,0.9473684210526315,0.013798111837327523,32,0.8681810795423939,0.03871679262650745,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
197,17,27,0.0196078431372549,16,0.9411764705882353,0.012345679012345678,29,0.91634493980205,0.0393720003132705,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
198,17,27,0.0196078431372549,16,0.9411764705882353,0.012345679012345678,29,0.91634493980205,0.0393720003132705,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
199,17,27,0.0196078431372549,16,0.9411764705882353,0.012345679012345678,29,0.91634493980205,0.0393720003132705,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
200,16,26,0.01888162672476398,15,0.9375,0.011619462599854757,28,0.9113686599461492,0.0400513463103839,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
201,16,26,0.01888162672476398,15,0.9375,0.011619462599854757,28,0.9113686599461492,0.0400513463103839,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
202,16,26,0.01888162672476398,15,0.9375,0.011619462599854757,28,0.9113686599461492,0.0400513463103839,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
203,15,25,0.01815541031227306,14,0.9333333333333333,0.010893246187363835,27,0.91634493980205,0.0407306923074973,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
204,15,25,0.01815541031227306,14,0.9333333333333333,0.010893246187363835,27,0.91634493980205,0.0407306923074973,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
205,15,25,0.01815541031227306,14,0.9333333333333333,0.010893246187363835,27,0.91634493980205,0.0407306923074973,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
206,12,21,0.015250544662309368,11,0.9166666666666666,0.008714596949891068,22,0.9113686599461492,0.03871679262650745,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
207,12,21,0.015250544662309368,11,0.9166666666666666,0.008714596949891068,22,0.9113686599461492,0.03871679262650745,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
208,12,21,0.015250544662309368,11,0.9166666666666666,0.008714596949891068,22,0.9113686599461492,0.03871679262650745,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
209,12,21,0.015250544662309368,11,0.9166666666666666,0.008714596949891068,22,0.9113686599461492,0.03871679262650745,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
210,11,17,0.012345679012345678,10,0.9090909090909091,0.007988380537400145,18,0.9174191177290973,0.03871679262650745,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
211,11,17,0.012345679012345678,10,0.9090909090909091,0.007988380537400145,18,0.9174191177290973,0.03871679262650745,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
212,10,15,0.010893246187363835,9,0.9,0.007262164124909223,16,0.9174191177290973,0.0400513463103839,4,22.0,1377,13690,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field04_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field04_i_lt_22p0/field04_crossmatch_matches.csv
1,16857,1123,0.9782229965156795,3630,0.2153408079729489,14.683797909407666,4636,1.0472982784387606,0.043076244911717396,5,22.0,1148,16857,/Users/dengcanze/Documents/CSST/Codex/result/version_1_1_noppm_field05_7band_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field05_i_lt_22p0/field05_crossmatch_matches.csv
2,13185,1117,0.9729965156794426,3385,0.2567311338642397,11.485191637630662,4369,1.0423594272338008,0.0422452870028171,5,22.0,1148,16857,/Users/dengcanze/Documents/CSST/Codex/result/version_1_1_noppm_field05_7band_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field05_i_lt_22p0/field05_crossmatch_matches.csv
3,10070,1088,0.9477351916376306,3029,0.30079443892750746,8.77177700348432,3987,1.0345041426173418,0.0414904326246461,5,22.0,1148,16857,/Users/dengcanze/Documents/CSST/Codex/result/version_1_1_noppm_field05_7band_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field05_i_lt_22p0/field05_crossmatch_matches.csv
4,8316,1066,0.9285714285714286,2755,0.3312890812890813,7.2439024390243905,3676,1.0301669197745968,0.0408943245594629,5,22.0,1148,16857,/Users/dengcanze/Documents/CSST/Codex/result/version_1_1_noppm_field05_7band_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field05_i_lt_22p0/field05_crossmatch_matches.csv
5,6822,1033,0.8998257839721254,2444,0.3582527118147171,5.942508710801394,3308,1.021093293670776,0.0400899362634963,5,22.0,1148,16857,/Users/dengcanze/Documents/CSST/Codex/result/version_1_1_noppm_field05_7band_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field05_i_lt_22p0/field05_crossmatch_matches.csv
6,5615,995,0.8667247386759582,2165,0.38557435440783616,4.891114982578397,2980,1.0071867295114774,0.039539647942686496,5,22.0,1148,16857,/Users/dengcanze/Documents/CSST/Codex/result/version_1_1_noppm_field05_7band_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field05_i_lt_22p0/field05_crossmatch_matches.csv
7,4590,949,0.8266550522648084,1865,0.40631808278867104,3.9982578397212545,2604,0.9951615071390134,0.03915475681691935,5,22.0,1148,16857,/Users/dengcanze/Documents/CSST/Codex/result/version_1_1_noppm_field05_7band_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field05_i_lt_22p0/field05_crossmatch_matches.csv
8,3869,902,0.7857142857142857,1607,0.4153528043422073,3.3702090592334493,2273,0.9785581222952706,0.0387848715045262,5,22.0,1148,16857,/Users/dengcanze/Documents/CSST/Codex/result/version_1_1_noppm_field05_7band_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field05_i_lt_22p0/field05_crossmatch_matches.csv
9,3304,842,0.7334494773519163,1404,0.42493946731234866,2.8780487804878048,2002,0.9694146545686972,0.038525673935202995,5,22.0,1148,16857,/Users/dengcanze/Documents/CSST/Codex/result/version_1_1_noppm_field05_7band_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field05_i_lt_22p0/field05_crossmatch_matches.csv
10,2856,791,0.6890243902439024,1237,0.4331232492997199,2.4878048780487805,1779,0.9551194407198296,0.0383487522891609,5,22.0,1148,16857,/Users/dengcanze/Documents/CSST/Codex/result/version_1_1_noppm_field05_7band_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field05_i_lt_22p0/field05_crossmatch_matches.csv
11,2545,762,0.6637630662020906,1132,0.4447937131630648,2.216898954703833,1646,0.9519273063727498,0.03807580129804685,5,22.0,1148,16857,/Users/dengcanze/Documents/CSST/Codex/result/version_1_1_noppm_field05_7band_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field05_i_lt_22p0/field05_crossmatch_matches.csv
12,2306,733,0.6385017421602788,1051,0.4557675628794449,2.008710801393728,1543,0.9499967741730696,0.0380745722415039,5,22.0,1148,16857,/Users/dengcanze/Documents/CSST/Codex/result/version_1_1_noppm_field05_7band_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field05_i_lt_22p0/field05_crossmatch_matches.csv
