n_members_threshold,candidates_kept,matched_true_clusters,match_rate,participating_candidates,purity_proxy,candidate_density,matched_pairs,median_distance_mpc_h,median_abs_dz,field_id,i_limit,total_covered_true_clusters,total_candidates_at_i22,candidate_csv,match_csv
17,3395,672,0.7156549520766773,1353,0.3985272459499264,3.615548455804047,1852,0.9902712140287134,0.03904711404902315,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
18,3225,659,0.7018104366347178,1284,0.39813953488372095,3.4345047923322682,1761,0.987931188200198,0.0397601582037925,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
19,3107,654,0.6964856230031949,1230,0.3958802703572578,3.308839190628328,1691,0.9768182831908,0.0398435848143481,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
20,2981,650,0.6922257720979765,1193,0.40020127474002015,3.174653887113951,1648,0.976486946974841,0.04001900778842695,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
21,2878,643,0.6847710330138446,1152,0.40027797081306465,3.0649627263045796,1589,0.976155610758882,0.0399305351111177,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
22,2759,633,0.6741214057507987,1106,0.40086988039144617,2.9382321618743346,1525,0.9681524139704456,0.0397488715239225,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
23,2676,625,0.6656017039403621,1078,0.40284005979073245,2.8498402555910545,1488,0.9670823634456716,0.039738306059738854,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
24,2602,619,0.6592119275825347,1053,0.4046887009992314,2.7710330138445154,1455,0.9510295391821756,0.0394040448719746,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
25,2538,615,0.6549520766773163,1033,0.4070133963750985,2.702875399361022,1427,0.949539104235478,0.0393091557659508,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
26,2481,613,0.6528221512247071,1018,0.41031841999193874,2.642172523961661,1410,0.9506846781771178,0.039457347927845804,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
27,2427,610,0.6496272630457934,1000,0.4120313143798929,2.584664536741214,1388,0.9475893858741398,0.0393566003189627,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
28,2382,608,0.6474973375931843,983,0.4126784214945424,2.536741214057508,1366,0.9506846781771178,0.0393566003189627,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
29,2337,604,0.6432374866879659,969,0.4146341463414634,2.488817891373802,1348,0.9498723726166814,0.03889774674781505,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
30,2297,597,0.6357827476038339,957,0.41663038746190684,2.446219382321619,1333,0.9454126067722888,0.0391776320958894,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
31,2253,593,0.6315228966986155,946,0.41988459831335995,2.3993610223642174,1313,0.9450557889282644,0.0391219032106002,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
32,2215,589,0.6272630457933972,937,0.42302483069977426,2.3588924387646433,1301,0.9447952691274384,0.0391219032106002,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
33,2170,585,0.6230031948881789,921,0.42442396313364056,2.3109691160809374,1279,0.9429484105997568,0.038677425691097,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
34,2145,582,0.6198083067092651,913,0.4256410256410256,2.2843450479233227,1269,0.94332123885593,0.038677425691097,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
35,2111,577,0.6144834930777423,902,0.42728564661297963,2.248136315228967,1255,0.9439765194884132,0.0386190453234387,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
36,2071,574,0.6112886048988285,894,0.43167551907291163,2.2055378061767836,1246,0.9439967198409608,0.038539878555021,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
37,2035,570,0.6070287539936102,883,0.4339066339066339,2.167199148029819,1229,0.9429484105997568,0.0385474934327263,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
38,1996,565,0.6017039403620873,869,0.43537074148296595,2.12566560170394,1212,0.937504359693174,0.03840236854472105,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
39,1959,563,0.5995740149094781,861,0.43950995405819293,2.086261980830671,1202,0.9341346687477082,0.03833335096117025,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
40,1924,562,0.5985090521831736,852,0.44282744282744285,2.0489882854100108,1193,0.9327104281210186,0.0383342297682807,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
41,1870,554,0.5899893503727369,832,0.4449197860962567,1.9914802981895634,1170,0.9326380654075221,0.0381412293014688,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
42,1830,543,0.5782747603833865,815,0.4453551912568306,1.9488817891373802,1147,0.9337344272602824,0.0381507638306416,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
43,1796,541,0.5761448349307774,803,0.4471046770601336,1.9126730564430245,1133,0.9327104281210186,0.0381507638306416,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
44,1757,538,0.5729499467518637,793,0.45133750711439957,1.871139510117146,1121,0.9337344272602824,0.0380271707845019,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
45,1715,534,0.5686900958466453,780,0.45481049562682213,1.8264110756123535,1105,0.9325657026940258,0.0380048340792225,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
46,1677,530,0.564430244941427,770,0.45915324985092426,1.7859424920127795,1092,0.9332224276906504,0.0377745255686726,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
47,1644,526,0.5601703940362087,760,0.46228710462287104,1.7507987220447285,1078,0.9322424655168609,0.0380271707845019,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
48,1602,520,0.5537806176783813,741,0.46254681647940077,1.706070287539936,1050,0.9310254907366711,0.03807943277839895,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
49,1571,515,0.5484558040468583,731,0.46530872056015277,1.673056443024494,1035,0.930131753133646,0.0378549198766684,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
50,1540,508,0.5410010649627263,719,0.4668831168831169,1.640042598509052,1019,0.9325657026940258,0.0375675565686459,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
51,1509,504,0.536741214057508,707,0.4685222001325381,1.6070287539936101,1006,0.9298045934412469,0.037460305414147105,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
52,1480,503,0.5356762513312034,697,0.47094594594594597,1.5761448349307774,992,0.9322424655168609,0.037539629522945206,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
53,1453,500,0.5324813631522897,688,0.47350309704060567,1.5473908413205537,982,0.9322424655168609,0.0372768795019241,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
54,1420,494,0.5260915867944622,676,0.476056338028169,1.5122470713525027,968,0.9298045934412469,0.03716251818328425,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
55,1386,487,0.5186368477103301,664,0.4790764790764791,1.476038338658147,955,0.9294774337488476,0.0370822877490329,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
56,1356,480,0.5111821086261981,651,0.48008849557522126,1.4440894568690097,938,0.9256381433882264,0.03656007181402775,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
57,1327,471,0.5015974440894568,635,0.47852298417483047,1.4132055378061767,914,0.9169532435151027,0.03656007181402775,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
58,1296,462,0.49201277955271566,621,0.4791666666666667,1.3801916932907348,893,0.915592697769615,0.0364602903261616,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
59,1274,456,0.48562300319488816,613,0.4811616954474097,1.356762513312034,884,0.9118664321000323,0.0363106836725614,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
60,1247,453,0.48242811501597443,605,0.48516439454691257,1.3280085197018103,873,0.9074111464535624,0.0361950291650977,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
61,1215,445,0.4739084132055378,592,0.4872427983539095,1.293929712460064,857,0.9080955337568056,0.0364602903261616,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
62,1182,443,0.47177848775292863,586,0.4957698815566836,1.2587859424920127,848,0.9080238488318031,0.0363106836725614,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
63,1161,443,0.47177848775292863,583,0.5021533161068045,1.2364217252396166,845,0.9079521639068004,0.03626877072259,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
64,1126,438,0.46645367412140576,567,0.5035523978685613,1.1991480298189563,818,0.9076816551801814,0.036140152989857954,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
65,1100,434,0.46219382321618746,557,0.5063636363636363,1.1714589989350372,807,0.9079521639068004,0.0364602903261616,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
66,1081,430,0.4579339723109691,552,0.5106382978723404,1.1512247071352502,800,0.9012102098480382,0.0364064434743472,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
67,1058,422,0.4494142705005325,541,0.5113421550094518,1.126730564430245,782,0.8957096266454503,0.0360305596130888,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
68,1043,419,0.44621938232161873,538,0.5158197507190796,1.1107561235356762,778,0.8981713202548274,0.036140152989857954,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
69,1025,415,0.44195953141640043,531,0.5180487804878049,1.0915867944621938,770,0.8981713202548274,0.0360305596130888,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
70,1004,413,0.4398296059637913,524,0.5219123505976095,1.0692225772097976,762,0.9052266760721578,0.03590199300801565,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
71,989,409,0.4355697550585729,516,0.5217391304347826,1.053248136315229,752,0.9000033160975424,0.03590199300801565,2,22.0,939,10379,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field02_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field02_i_lt_22p0/field02_crossmatch_matches.csv
