cut,n_candidates,matched_candidates,matched_true_clusters,recovery,purity_proxy,candidate_density,f1
PPM_significance >= 7.1566 & PPM_richness >= 7,203,109,127,0.1069023569023569,0.5369458128078818,0.17087542087542087,0.178305307426275
PPM_significance >= 7.1566 & PPM_richness >= 9,203,109,127,0.1069023569023569,0.5369458128078818,0.17087542087542087,0.178305307426275
PPM_significance >= 7.1566 & PPM_richness >= 11,203,109,127,0.1069023569023569,0.5369458128078818,0.17087542087542087,0.178305307426275
PPM_significance >= 7.1566 & PPM_richness >= 13,203,109,127,0.1069023569023569,0.5369458128078818,0.17087542087542087,0.178305307426275
PPM_significance >= 7.1566 & PPM_richness >= 27,196,107,126,0.10606060606060606,0.5459183673469388,0.16498316498316498,0.17761441783258242
PPM_richness/rmax^2 >= 16.008,227,119,127,0.1069023569023569,0.5242290748898678,0.19107744107744107,0.17759002591054107
PPM_significance >= 3.6009 & PPM_richness >= 70,204,109,125,0.10521885521885523,0.5343137254901961,0.1717171717171717,0.17581552596263034
PPM_significance >= 7.1566 & PPM_z_rms <= 0.09405,199,106,125,0.10521885521885523,0.5326633165829145,0.1675084175084175,0.17572594709654318
PPM_richness >= 70,205,109,125,0.10521885521885523,0.5317073170731708,0.17255892255892255,0.17567384619351845
PPM_significance >= 2.269 & PPM_richness >= 70,205,109,125,0.10521885521885523,0.5317073170731708,0.17255892255892255,0.17567384619351845
PPM_significance >= 2.4423 & PPM_richness >= 70,205,109,125,0.10521885521885523,0.5317073170731708,0.17255892255892255,0.17567384619351845
PPM_significance >= 2.6151 & PPM_richness >= 70,205,109,125,0.10521885521885523,0.5317073170731708,0.17255892255892255,0.17567384619351845
PPM_significance >= 2.8866 & PPM_richness >= 70,205,109,125,0.10521885521885523,0.5317073170731708,0.17255892255892255,0.17567384619351845
PPM_significance >= 3.0933 & PPM_richness >= 70,205,109,125,0.10521885521885523,0.5317073170731708,0.17255892255892255,0.17567384619351845
PPM_significance >= 7.1566 & PPM_z_rms <= 0.09906,200,106,125,0.10521885521885523,0.53,0.16835016835016836,0.1755804092017386
PPM_significance >= 4.2228 & PPM_richness >= 70,200,107,123,0.10353535353535354,0.535,0.16835016835016836,0.17349521474333626
PPM_significance >= 7.1566 & PPM_z_rms <= 0.08998,195,104,123,0.10353535353535354,0.5333333333333333,0.16414141414141414,0.17340734866508062
PPM_significance >= 4.5953 & PPM_richness >= 70,198,106,122,0.1026936026936027,0.5353535353535354,0.16666666666666666,0.17233016177607205
PPM_richness/(rmax^2*z_rms) >= 272.305,203,91,125,0.10521885521885523,0.4482758620689655,0.17087542087542087,0.17043368818501234
PPM_significance >= 7.1566 & PPM_richness >= 32,187,101,119,0.10016835016835017,0.5401069518716578,0.1574074074074074,0.168994874895424
