N,sigma_NMAD,outlier_fraction,bias,direction,sample_role
281484,0.048689394891262,0.0656769123644683,0.0019238488748669,train_A_predict_B,internal_holdout
524733,0.0696512614190578,0.1194474142087499,-0.0045142555609345,train_A_predict_B,cross_target
262366,0.0567702412605285,0.1060007775397726,-0.0024537108838558,train_B_predict_A,internal_holdout
562967,0.0629822665452957,0.1041037929399058,0.0315508395433425,train_B_predict_A,cross_target
