n_members_threshold,candidates_kept,matched_true_clusters,match_rate,participating_candidates,purity_proxy,candidate_density,matched_pairs,median_distance_mpc_h,median_abs_dz,field_id,i_limit
80,449,236,0.25133120340788073,259,0.576837416481069,0.47816826411075614,384,0.8624021067477362,0.032757857048767214,2,21.5
100,240,145,0.154419595314164,146,0.6083333333333333,0.25559105431309903,222,0.8849935610575785,0.03556305457645384,2,21.5
3,8083,869,0.9254526091586794,2337,0.28912532475566005,8.608093716719916,3041,1.0172833615513401,0.04079398976438364,2,22.0
5,7076,842,0.8966986155484558,2223,0.31416054267947996,7.5356762513312034,2912,1.0173984140777192,0.040309202370345104,2,22.0
7,6218,811,0.8636847710330139,2072,0.3332261177227404,6.621938232161875,2735,1.01714080708234,0.03984881608396906,2,22.0
10,5102,766,0.8157614483493077,1870,0.3665229321834575,5.433439829605963,2505,1.0073470078010345,0.039404044871974686,2,22.0
15,3762,690,0.7348242811501597,1479,0.39314194577352474,4.006389776357827,2017,0.9947370282204844,0.03859345815493187,2,22.0
20,2981,650,0.6922257720979765,1193,0.40020127474002015,3.174653887113951,1648,0.976486946974841,0.04001900778842701,2,22.0
30,2297,597,0.6357827476038339,957,0.41663038746190684,2.446219382321619,1333,0.9454126067722887,0.039177632095889425,2,22.0
50,1540,508,0.5410010649627263,719,0.4668831168831169,1.640042598509052,1019,0.9325657026940258,0.03756755656864599,2,22.0
80,822,368,0.3919062832800852,442,0.537712895377129,0.8753993610223643,651,0.8766320588129413,0.03532292930911951,2,22.0
100,481,270,0.28753993610223644,289,0.6008316008316008,0.5122470713525027,439,0.8547611000545441,0.032757857048767214,2,22.0
3,10044,895,0.9531416400425985,2581,0.2569693349263242,10.696485623003195,3352,1.0211462639075952,0.04207621123590233,2,22.5
5,8711,888,0.9456869009584664,2484,0.28515669842727587,9.27689030883919,3248,1.0214807100631427,0.04184197677363416,2,22.5
7,7933,876,0.9329073482428115,2385,0.3006428841547964,8.448349307774228,3124,1.0211462639075952,0.041551734271406904,2,22.5
10,6873,846,0.9009584664536742,2198,0.3198021242543285,7.319488817891374,2902,1.0183504967908374,0.04114058971243739,2,22.5
15,5373,780,0.8306709265175719,1835,0.34152242694956264,5.722044728434505,2449,1.007679990315242,0.0400694648888823,2,22.5
20,4205,736,0.7838125665601704,1534,0.3648038049940547,4.4781682641107565,2068,0.9975382815592786,0.04030141329062467,2,22.5
30,3075,669,0.7124600638977636,1155,0.375609756097561,3.2747603833865813,1569,0.9856368990785077,0.03972774059555523,2,22.5
50,2204,584,0.6219382321618744,908,0.41197822141560797,2.347177848775293,1255,0.9793547742618389,0.03861370115345586,2,22.5
80,1327,451,0.4802981895633653,600,0.45214770158251694,1.4132055378061767,846,0.9475871300249916,0.038230779700701434,2,22.5
100,935,374,0.39829605963791265,461,0.493048128342246,0.9957401490947817,662,0.9248050787057543,0.03649040428316386,2,22.5
3,11484,899,0.9574014909478168,2674,0.23284569836293975,12.23003194888179,3418,1.0102074001588983,0.042195110331429864,2,23.0
5,10782,893,0.9510117145899893,2634,0.2442960489705064,11.482428115015974,3377,1.00855923012681,0.04206834646586166,2,23.0
7,9887,884,0.9414270500532481,2570,0.2599372913927379,10.529286474973375,3307,1.009898602709479,0.04183402930968494,2,23.0
10,8677,870,0.9265175718849841,2437,0.2808574392070992,9.240681576144835,3154,1.0080397520501205,0.04159763145527884,2,23.0
15,7233,823,0.8764643237486688,2125,0.29379234066085996,7.702875399361022,2769,1.0066124562131955,0.040651815248015005,2,23.0
20,5977,783,0.8338658146964856,1821,0.30466789359210306,6.365282215122471,2375,0.9949540281055581,0.04052232500060304,2,23.0
30,4324,734,0.7816826411075612,1361,0.31475485661424607,4.604898828541001,1802,0.9834953010108134,0.04052939615008727,2,23.0
50,3206,676,0.7199148029818956,1133,0.35339987523393634,3.4142705005324814,1521,0.9681660419967494,0.03992593826642388,2,23.0
80,1854,546,0.5814696485623003,754,0.40668824163969797,1.97444089456869,1037,0.9694059280227302,0.037587728950750465,2,23.0
100,1418,447,0.476038338658147,588,0.4146685472496474,1.5101171458998934,815,0.9681660419967494,0.03662825702988254,2,23.0
3,11819,904,0.9627263045793397,2679,0.22666892292072088,12.586794462193824,3445,1.0080133324136245,0.0427371375353407,2,23.5
5,11601,904,0.9627263045793397,2670,0.23015257305404707,12.354632587859426,3436,1.0070676466051958,0.04264086519226362,2,23.5
7,11225,901,0.9595314164004259,2648,0.23590200445434298,11.954206602768902,3412,1.006688182598921,0.04256067780130901,2,23.5
