n_members_threshold,candidates_kept,matched_true_clusters,match_rate,participating_candidates,purity_proxy,candidate_density,matched_pairs,median_distance_mpc_h,median_abs_dz,field_id,i_limit
50,3541,912,0.6623093681917211,1346,0.38011861056198815,2.5715323166303556,1939,0.9611315052433105,0.040627999686729456,4,23.0
80,2253,772,0.560639070442992,992,0.4403018197958278,1.636165577342048,1478,0.9612886632675757,0.040641597216444156,4,23.0
100,1796,678,0.4923747276688453,827,0.460467706013363,1.3042846768336964,1223,0.9458403350364581,0.040041102755933755,4,23.0
3,14845,1308,0.9498910675381264,3466,0.23347928595486697,10.780682643427742,4714,1.0177362393558225,0.04315152559976132,4,23.5
5,14604,1307,0.9491648511256354,3462,0.2370583401807724,10.60566448801743,4710,1.0172293311331062,0.04315152559976132,4,23.5
7,14190,1305,0.9477124183006536,3447,0.24291754756871037,10.305010893246187,4694,1.0173536476648573,0.043062317776317804,4,23.5
10,13221,1302,0.9455337690631809,3383,0.25588079570380456,9.601307189542483,4621,1.016371286455068,0.04305548928891123,4,23.5
15,10979,1245,0.9041394335511983,3057,0.2784406594407505,7.973129992737836,4225,1.015773692496164,0.042309654051366496,4,23.5
20,9329,1194,0.8671023965141612,2756,0.29542287490620645,6.774872912127814,3850,1.0055610935591357,0.04192127633546966,4,23.5
30,6449,1111,0.8068264342774146,1964,0.3045433400527214,4.683369644153958,2795,0.9809595916457676,0.0424279266861598,4,23.5
50,4472,949,0.6891793754538853,1416,0.31663685152057247,3.2476397966594046,2027,0.9668340240917471,0.041553942092662444,4,23.5
80,3113,831,0.6034858387799564,1101,0.3536781239961452,2.260711692084241,1618,0.9641306045514576,0.04144447987177893,4,23.5
100,2394,738,0.5359477124183006,902,0.3767752715121136,1.738562091503268,1346,0.9593232210916585,0.04039111719767538,4,23.5
3,14676,1313,0.953522149600581,3508,0.23902970836740256,10.657952069716776,4793,1.020277996808162,0.043075705442817025,4,24.0
5,14572,1313,0.953522149600581,3505,0.24052978314575899,10.58242556281772,4790,1.020275485868339,0.04313488449202002,4,24.0
7,14357,1311,0.9520697167755992,3497,0.24357456293097443,10.426289034132171,4782,1.0203754292523195,0.04305548928891123,4,24.0
10,13760,1308,0.9498910675381264,3453,0.25094476744186045,9.99273783587509,4733,1.0191845470934648,0.043075705442817025,4,24.0
15,12046,1252,0.9092229484386347,3176,0.2636559853893409,8.74800290486565,4391,1.0180154364366956,0.04278043983244528,4,24.0
20,10398,1193,0.8663761801016703,2886,0.2775533756491633,7.55119825708061,4020,1.0153405305575958,0.042446921287881384,4,24.0
30,7403,1121,0.8140885984023238,2154,0.29096312305821964,5.376180101670298,3046,1.0023578917418252,0.0428044539187466,4,24.0
50,4964,968,0.7029774872912128,1479,0.2979452054794521,3.6049382716049383,2115,0.9680708594829729,0.042073143458528584,4,24.0
80,3695,861,0.6252723311546841,1211,0.32774018944519623,2.683369644153958,1748,0.9569760477329701,0.042361001076357985,4,24.0
100,3002,774,0.5620915032679739,999,0.3327781479013991,2.180101670297749,1444,0.9556744366667904,0.0425091404699213,4,24.0
3,7595,1047,0.912020905923345,2537,0.3340355497037525,6.615853658536586,3418,1.0169534973176433,0.04023784274212211,5,21.5
5,4524,914,0.7961672473867596,1839,0.40649867374005305,3.940766550522648,2571,0.9939183636283734,0.0383487522891609,5,21.5
7,2881,784,0.6829268292682927,1274,0.4422075668170774,2.509581881533101,1862,0.9499487736824526,0.03690774288443824,5,21.5
10,1602,618,0.5383275261324042,809,0.5049937578027466,1.3954703832752613,1241,0.9086030191259574,0.035958981600984985,5,21.5
15,1007,484,0.42160278745644597,572,0.5680238331678252,0.877177700348432,908,0.8887420522361893,0.035856167202546974,5,21.5
20,683,387,0.33710801393728224,411,0.6017569546120058,0.5949477351916377,686,0.8867142457531798,0.0340241755169631,5,21.5
30,355,257,0.22386759581881532,243,0.6845070422535211,0.30923344947735193,418,0.8663098997005904,0.03392356142056932,5,21.5
50,87,102,0.08885017421602788,77,0.8850574712643678,0.07578397212543554,154,0.6786392348174686,0.03318590238605345,5,21.5
80,21,32,0.027874564459930314,20,0.9523809523809523,0.018292682926829267,48,0.6684808396921817,0.02926973439640588,5,21.5
100,9,16,0.013937282229965157,9,1.0,0.0078397212543554,19,0.47262232439890317,0.023881293280181876,5,21.5
3,10070,1088,0.9477351916376306,3029,0.30079443892750746,8.77177700348432,3987,1.0345041426173418,0.041490432624646134,5,22.0
5,6822,1033,0.8998257839721254,2444,0.3582527118147171,5.942508710801394,3308,1.021093293670776,0.040089936263496384,5,22.0
7,4590,949,0.8266550522648084,1865,0.40631808278867104,3.9982578397212545,2604,0.9951615071390134,0.03915475681691938,5,22.0
10,2856,791,0.6890243902439024,1237,0.4331232492997199,2.4878048780487805,1779,0.9551194407198297,0.0383487522891609,5,22.0
15,1789,648,0.5644599303135889,875,0.4891000558971492,1.5583623693379791,1305,0.9401394391917633,0.03724479294650951,5,22.0
20,1289,545,0.47473867595818814,677,0.5252133436772692,1.122822299651568,1044,0.9276328456115743,0.036330402226870895,5,22.0
30,723,406,0.35365853658536583,431,0.5961272475795297,0.6297909407665505,716,0.8721108087591487,0.03570563488322634,5,22.0
50,228,202,0.1759581881533101,172,0.7543859649122807,0.1986062717770035,314,0.7541591779572295,0.034457908196332404,5,22.0
80,31,42,0.036585365853658534,30,0.967741935483871,0.02700348432055749,69,0.642131652032179,0.03319530898678401,5,22.0
100,16,29,0.025261324041811847,16,1.0,0.013937282229965157,42,0.6518015085287858,0.03299773969195814,5,22.0
3,12964,1116,0.9721254355400697,3387,0.2612619561863622,11.292682926829269,4429,1.023120482876139,0.04220385146190131,5,22.5
5,9646,1092,0.9512195121951219,2964,0.30727762803234504,8.402439024390244,3965,1.0139157248552186,0.0410659740712942,5,22.5
7,7253,1062,0.9250871080139372,2502,0.3449607059147939,6.31794425087108,3423,1.0019142514170358,0.040031199895858904,5,22.5
10,4772,966,0.8414634146341463,1791,0.37531433361274097,4.156794425087108,2522,0.9718945778737569,0.03975634740925443,5,22.5
15,3182,838,0.7299651567944251,1317,0.41389063482086735,2.7717770034843205,1897,0.9463675108088073,0.039748879968174666,5,22.5
20,2376,752,0.6550522648083623,1079,0.4541245791245791,2.0696864111498257,1591,0.9295373581153972,0.039003355539013906,5,22.5
30,1396,574,0.5,719,0.5150429799426934,1.21602787456446,1113,0.91483315630063,0.037362621828597176,5,22.5
50,542,349,0.304006968641115,340,0.6273062730627307,0.4721254355400697,558,0.8219174756866765,0.03544277389774683,5,22.5
80,68,93,0.08101045296167247,61,0.8970588235294118,0.059233449477351915,131,0.7212997702764243,0.03281898359859339,5,22.5
100,26,40,0.03484320557491289,25,0.9615384615384616,0.02264808362369338,58,0.6541494808715895,0.029925567143173404,5,22.5
3,15680,1124,0.9790940766550522,3624,0.23112244897959183,13.658536585365853,4661,1.0290394644400667,0.042707736022890574,5,23.0
5,12811,1120,0.975609756097561,3401,0.2654749824369682,11.159407665505226,4424,1.0278173976228198,0.04231944714166219,5,23.0
7,10178,1107,0.9642857142857143,3002,0.29494989192375715,8.865853658536585,3974,1.0216086411371115,0.04163488272789634,5,23.0
10,7239,1036,0.9024390243902439,2294,0.3168945987014781,6.305749128919861,3111,0.9926726480931864,0.04085663401975781,5,23.0
15,4974,955,0.8318815331010453,1664,0.3345396059509449,4.332752613240418,2310,0.9452723322349356,0.04051976586529016,5,23.0
20,3980,885,0.7709059233449478,1425,0.35804020100502515,3.466898954703833,1988,0.929058741220247,0.04050460319344462,5,23.0
30,2566,773,0.6733449477351916,1055,0.41114575214341387,2.235191637630662,1546,0.9129919441207188,0.03966208437378532,5,23.0
50,1080,503,0.4381533101045296,577,0.5342592592592592,0.9407665505226481,889,0.8413861644556982,0.038558403043526646,5,23.0
80,207,212,0.18466898954703834,154,0.7439613526570048,0.1803135888501742,296,0.7626767911020891,0.033973070445870196,5,23.0
100,60,89,0.07752613240418119,55,0.9166666666666666,0.05226480836236934,124,0.7202601160999563,0.03300453199961076,5,23.0
3,16822,1120,0.975609756097561,3679,0.2187017001545595,14.653310104529616,4703,1.0275434334791596,0.04282892790604964,5,23.5
5,15432,1115,0.9712543554006968,3585,0.2323094867807154,13.442508710801393,4599,1.0238719709693487,0.042602206271258325,5,23.5
7,13232,1111,0.9677700348432056,3336,0.25211608222490933,11.526132404181185,4322,1.0167777429520464,0.04204492913719479,5,23.5
10,9694,1073,0.9346689895470384,2662,0.2746028471219311,8.44425087108014,3519,0.9981838359119752,0.041490432624646134,5,23.5
15,6835,1001,0.8719512195121951,1939,0.2836869056327725,5.95383275261324,2630,0.9462403556506522,0.041061464939250225,5,23.5
20,5755,950,0.8275261324041812,1711,0.29730668983492614,5.0130662020905925,2328,0.9361255392312169,0.04105695580720625,5,23.5
30,4194,875,0.7621951219512195,1406,0.33524082021936097,3.653310104529617,1971,0.9244683781825448,0.040515982768972725,5,23.5
50,2104,666,0.5801393728222997,861,0.40922053231939165,1.8327526132404182,1257,0.8798687573715593,0.03933811250964747,5,23.5
80,495,318,0.2770034843205575,298,0.602020202020202,0.43118466898954705,491,0.7337410917778426,0.03811656728927848,5,23.5
100,149,153,0.1332752613240418,110,0.738255033557047,0.1297909407665505,208,0.7601216171129948,0.03493273601946276,5,23.5
3,16985,1126,0.980836236933798,3709,0.21836914924933765,14.795296167247386,4759,1.0344385301734436,0.04335576112393791,5,24.0
5,16276,1125,0.9799651567944251,3657,0.22468665519783731,14.177700348432056,4704,1.0344196178266483,0.043273166175218036,5,24.0
7,14800,1118,0.9738675958188153,3499,0.23641891891891892,12.89198606271777,4527,1.0307851865631157,0.04286655857800192,5,24.0
10,11564,1090,0.9494773519163763,2959,0.2558803182289865,10.073170731707316,3872,1.0151439764437957,0.04272237094316339,5,24.0
15,7864,1029,0.8963414634146342,2142,0.27238046795523907,6.850174216027875,2849,0.9569481821643775,0.042128187470697354,5,24.0
20,6718,974,0.8484320557491289,1869,0.27820779994045847,5.851916376306621,2489,0.9394289908225222,0.04216638964528485,5,24.0
30,5276,917,0.7987804878048781,1605,0.30420773313115995,4.59581881533101,2164,0.9348622722796269,0.04189977233593151,5,24.0
50,3032,750,0.6533101045296167,1025,0.3380606860158311,2.6411149825783973,1434,0.8835554949593722,0.040460977492196515,5,24.0
80,1039,437,0.3806620209059233,472,0.4542829643888354,0.9050522648083623,709,0.774051189725605,0.03862524474896145,5,24.0
100,358,230,0.20034843205574912,198,0.553072625698324,0.3118466898954704,330,0.7178832464321107,0.036401405396627895,5,24.0
